id,label,p1,p2,p3,p4,p1,p2,p3,p4,,,,,p-sum,,,,,,,,,
027302,,1.8856,3.6788,8.6134,1.822,1.7847,3.4516,8.0173,1.7462,0.1009,0.2272,0.5961,0.0758,1.8856,3.6788,8.6134,1.822,,,0.1009,0.2272,0.5961,0.0758
027303,,0.0916,0.4053,15.3279,0.1748,0.0553,0.3855,14.4379,0.1208,0.0363,0.0198,0.89,0.054,0.0916,0.4053,15.3279,0.1748,,,0.0363,0.0198,0.89,0.054
027401,,1.701,0.1212,0.0975,14.0806,1.6907,0.1151,0.0902,13.1044,0.0103,0.0061,0.0073,0.9762,1.701,0.1212,0.0975,14.0806,,,0.0103,0.0061,0.0073,0.9762
027402,,0.4534,0.9223,7.4431,7.1812,0.4264,0.896,6.8177,6.8598,0.027,0.0263,0.6254,0.3214,0.4534,0.9223,7.4431,7.1812,,,0.027,0.0263,0.6254,0.3214
027501,,13.3545,1.3661,0.9607,0.3185,12.4297,1.3385,0.9448,0.2868,0.9248,0.0276,0.0159,0.0317,13.3545,1.3661,0.9607,0.3185,,,0.9248,0.0276,0.0159,0.0317
027502,,0.1272,0.1375,15.6316,0.1038,0.1223,0.1126,14.6702,0.095,0.0049,0.0249,0.9614,0.0088,0.1272,0.1375,15.6316,0.1038,,,0.0049,0.0249,0.9614,0.0088
027503,,0.072,0.0427,15.6886,0.1967,0.0674,0.0394,14.7268,0.1664,0.0046,0.0033,0.9618,0.0303,0.072,0.0427,15.6886,0.1967,,,0.0046,0.0033,0.9618,0.0303
027601,,0.0585,6.1926,9.6941,0.0547,0.0476,5.7667,9.1415,0.0441,0.0109,0.4259,0.5526,0.0106,0.0585,6.1926,9.6941,0.0547,,,0.0109,0.4259,0.5526,0.0106
027602,,5.2291,10.6168,0.0413,0.1128,4.7438,10.1295,0.0286,0.098,0.4853,0.4873,0.0127,0.0148,5.2291,10.6168,0.0413,0.1128,,,0.4853,0.4873,0.0127,0.0148
027603,,0.1442,2.079,6.0143,7.7627,0.1335,2.043,5.3906,7.4331,0.0107,0.036,0.6237,0.3296,0.1442,2.079,6.0143,7.7627,,,0.0107,0.036,0.6237,0.3296
027701,,0.7336,5.2734,9.9113,0.0818,0.6808,5.1898,9.0604,0.069,0.0528,0.0836,0.8509,0.0128,0.7336,5.2734,9.9113,0.0818,,,0.0528,0.0836,0.8509,0.0128
027702,,0.2093,3.4896,7.7418,4.5594,0.1427,3.3459,7.3225,4.1889,0.0666,0.1437,0.4193,0.3705,0.2093,3.4896,7.7418,4.5594,,,0.0666,0.1437,0.4193,0.3705
027801,,0.5055,6.0235,4.5416,4.9293,0.477,5.1741,4.4922,4.8566,0.0285,0.8494,0.0494,0.0727,0.5055,6.0235,4.5416,4.9293,,,0.0285,0.8494,0.0494,0.0727
027802,,0.2052,14.509,0.0619,1.2239,0.1548,13.9239,0.0408,0.8805,0.0504,0.5851,0.0211,0.3434,0.2052,14.509,0.0619,1.2239,,,0.0504,0.5851,0.0211,0.3434
027901,,0.0404,0.1813,0.2072,15.5712,0.0359,0.1343,0.1933,14.6366,0.0045,0.047,0.0139,0.9346,0.0404,0.1813,0.2072,15.5712,,,0.0045,0.047,0.0139,0.9346
027902,,0.0428,0.1458,15.7887,0.0225,0.0377,0.1411,14.8051,0.0159,0.0051,0.0047,0.9836,0.0066,0.0428,0.1458,15.7887,0.0225,,,0.0051,0.0047,0.9836,0.0066
027903,,0.1578,0.109,0.0838,15.6494,0.1398,0.0939,0.0706,14.6957,0.018,0.0151,0.0132,0.9537,0.1578,0.109,0.0838,15.6494,,,0.018,0.0151,0.0132,0.9537
028001,,1.7579,0.9736,3.5228,9.746,1.6289,0.8538,3.2829,9.2347,0.129,0.1198,0.2399,0.5113,1.7579,0.9736,3.5228,9.746,,,0.129,0.1198,0.2399,0.5113
028002,,0.0898,14.2609,1.574,0.0751,0.0655,13.4606,1.4195,0.0542,0.0243,0.8003,0.1545,0.0209,0.0898,14.2609,1.574,0.0751,,,0.0243,0.8003,0.1545,0.0209
028003,,0.0625,0.2994,1.1796,14.4585,0.0425,0.2532,0.7732,13.9311,0.02,0.0462,0.4064,0.5274,0.0625,0.2994,1.1796,14.4585,,,0.02,0.0462,0.4064,0.5274
028004,,0.1585,5.0151,10.4518,0.3746,0.1496,4.4552,10.0285,0.3666,0.0089,0.5599,0.4233,0.008,0.1585,5.0151,10.4518,0.3746,,,0.0089,0.5599,0.4233,0.008
028101,,4.9627,0.4346,7.8165,2.7862,4.701,0.3328,7.5034,2.4628,0.2617,0.1018,0.3131,0.3234,4.9627,0.4346,7.8165,2.7862,,,0.2617,0.1018,0.3131,0.3234
028102,,0.3029,0.3884,2.2455,13.0634,0.2453,0.3646,2.1848,12.2056,0.0576,0.0238,0.0607,0.8578,0.3029,0.3884,2.2455,13.0634,,,0.0576,0.0238,0.0607,0.8578
028103,,0.3292,0.2127,6.9125,8.5456,0.2626,0.1176,6.7271,7.8927,0.0666,0.0951,0.1854,0.6529,0.3292,0.2127,6.9125,8.5456,,,0.0666,0.0951,0.1854,0.6529
028201,,0.8392,0.5546,4.0093,10.597,0.5803,0.4005,3.9085,10.1108,0.2589,0.1541,0.1008,0.4862,0.8392,0.5546,4.0093,10.597,,,0.2589,0.1541,0.1008,0.4862
028202,,0.1442,14.8588,0.9038,0.0932,0.0979,14.7695,0.1086,0.024,0.0463,0.0893,0.7952,0.0692,0.1442,14.8588,0.9038,0.0932,,,0.0463,0.0893,0.7952,0.0692
028301,,0.721,13.5125,1.5094,0.2572,0.6489,12.6317,1.4821,0.2374,0.0721,0.8808,0.0273,0.0198,0.721,13.5125,1.5094,0.2572,,,0.0721,0.8808,0.0273,0.0198
028302,,1.319,3.1521,8.6915,2.8368,1.1692,3.0162,8.4551,2.3589,0.1498,0.1359,0.2364,0.4779,1.319,3.1521,8.6915,2.8368,,,0.1498,0.1359,0.2364,0.4779
028303,,0.6782,0.9095,0.834,13.5783,0.6622,0.895,0.771,12.6718,0.016,0.0145,0.063,0.9065,0.6782,0.9095,0.834,13.5783,,,0.016,0.0145,0.063,0.9065
028401,,10.578,2.9702,2.0255,0.4262,10.1157,2.8038,1.7257,0.3546,0.4623,0.1664,0.2998,0.0716,10.578,2.9702,2.0255,0.4262,,,0.4623,0.1664,0.2998,0.0716
028402,,5.3121,2.2807,3.8541,4.5528,5.177,2.0982,3.7179,4.0066,0.1351,0.1825,0.1362,0.5462,5.3121,2.2807,3.8541,4.5528,,,0.1351,0.1825,0.1362,0.5462
028403,,1.2034,7.1541,6.5168,1.1261,0.9344,6.6202,6.4728,0.9729,0.269,0.5339,0.044,0.1532,1.2034,7.1541,6.5168,1.1261,,,0.269,0.5339,0.044,0.1532
028501,,0.0438,0.1313,0.1923,15.6329,0.038,0.1208,0.1844,14.657,0.0058,0.0105,0.0079,0.9759,0.0438,0.1313,0.1923,15.6329,,,0.0058,0.0105,0.0079,0.9759
028502,,0.0834,0.1391,15.6862,0.0912,0.0758,0.122,14.7222,0.0799,0.0076,0.0171,0.964,0.0113,0.0834,0.1391,15.6862,0.0912,,,0.0076,0.0171,0.964,0.0113
028503,,5.8783,5.7585,3.2832,1.0797,5.7829,5.1702,3.0675,0.9791,0.0954,0.5883,0.2157,0.1006,5.8783,5.7585,3.2832,1.0797,,,0.0954,0.5883,0.2157,0.1006
028601,,10.8226,2.332,1.3216,1.5239,10.273,2.268,1.1053,1.3538,0.5496,0.064,0.2163,0.1701,10.8226,2.332,1.3216,1.5239,,,0.5496,0.064,0.2163,0.1701
028602,,5.1032,7.9601,2.7327,0.2039,5.0238,7.7328,2.0779,0.1654,0.0794,0.2273,0.6548,0.0385,5.1032,7.9601,2.7327,0.2039,,,0.0794,0.2273,0.6548,0.0385
028603,,0.0321,0.9689,14.6332,0.3657,0.0265,0.9518,13.9059,0.1157,0.0056,0.0171,0.7273,0.25,0.0321,0.9689,14.6332,0.3657,,,0.0056,0.0171,0.7273,0.25
028701,,2.8682,0.2492,11.9084,0.9743,2.2964,0.242,11.5321,0.9297,0.5718,0.0072,0.3763,0.0446,2.8682,0.2492,11.9084,0.9743,,,0.5718,0.0072,0.3763,0.0446
028702,,0.3924,14.8314,0.3931,0.3832,0.3729,13.8818,0.378,0.3674,0.0195,0.9496,0.0151,0.0158,0.3924,14.8314,0.3931,0.3832,,,0.0195,0.9496,0.0151,0.0158
028703,,0.4888,0.3629,1.0715,14.0765,0.3969,0.2485,0.7442,13.6101,0.0919,0.1144,0.3273,0.4664,0.4888,0.3629,1.0715,14.0765,,,0.0919,0.1144,0.3273,0.4664
028801,,2.2804,2.7359,3.5981,7.3853,2.2645,2.07,3.4362,7.229,0.0159,0.6659,0.1619,0.1563,2.2804,2.7359,3.5981,7.3853,,,0.0159,0.6659,0.1619,0.1563
028802,,11.1353,2.6042,0.1359,2.1244,10.3423,2.4181,0.1296,2.1098,0.793,0.1861,0.0063,0.0146,11.1353,2.6042,0.1359,2.1244,,,0.793,0.1861,0.0063,0.0146
028901,,11.76,1.9233,2.2239,0.0927,10.8629,1.902,2.1516,0.0834,0.8971,0.0213,0.0723,0.0093,11.76,1.9233,2.2239,0.0927,,,0.8971,0.0213,0.0723,0.0093
028902,,13.6278,0.276,1.657,0.4392,12.6735,0.2669,1.6515,0.4081,0.9543,0.0091,0.0055,0.0311,13.6278,0.276,1.657,0.4392,,,0.9543,0.0091,0.0055,0.0311
028903,,0.8888,8.65,3.6859,2.7752,0.7892,8.2081,3.4745,2.5281,0.0996,0.4419,0.2114,0.2471,0.8888,8.65,3.6859,2.7752,,,0.0996,0.4419,0.2114,0.2471
029001,,0.9891,4.9305,2.2253,7.8549,0.9591,4.797,1.9288,7.3149,0.03,0.1335,0.2965,0.54,0.9891,4.9305,2.2253,7.8549,,,0.03,0.1335,0.2965,0.54
029002,,0.1816,11.5912,1.5563,2.6711,0.1781,11.1925,1.2564,2.3731,0.0035,0.3987,0.2999,0.298,0.1816,11.5912,1.5563,2.6711,,,0.0035,0.3987,0.2999,0.298
029101,,0.8491,0.0926,0.6978,14.3603,0.6319,0.079,0.643,13.6459,0.2172,0.0136,0.0548,0.7144,0.8491,0.0926,0.6978,14.3603,,,0.2172,0.0136,0.0548,0.7144
029102,,0.1915,8.493,6.7755,0.5398,0.1831,7.7665,6.5208,0.5295,0.0084,0.7265,0.2547,0.0103,0.1915,8.493,6.7755,0.5398,,,0.0084,0.7265,0.2547,0.0103
029201,,0.074,0.3551,15.4075,0.1633,0.0599,0.3127,14.4842,0.1432,0.0141,0.0424,0.9233,0.0201,0.074,0.3551,15.4075,0.1633,,,0.0141,0.0424,0.9233,0.0201
029202,,8.1339,2.4228,2.3113,3.1318,7.8436,2.3736,2.1516,2.631,0.2903,0.0492,0.1597,0.5008,8.1339,2.4228,2.3113,3.1318,,,0.2903,0.0492,0.1597,0.5008
029301,,0.0358,7.9548,6.9677,1.0414,0.0286,7.4503,6.5614,0.9594,0.0072,0.5045,0.4063,0.082,0.0358,7.9548,6.9677,1.0414,,,0.0072,0.5045,0.4063,0.082
029302,,2.0507,1.781,4.8914,7.2767,2.0305,1.3605,4.8125,6.7963,0.0202,0.4205,0.0789,0.4804,2.0507,1.781,4.8914,7.2767,,,0.0202,0.4205,0.0789,0.4804
029303,,0.8036,9.9936,2.273,2.9299,0.5507,9.5764,2.2507,2.6223,0.2529,0.4172,0.0223,0.3076,0.8036,9.9936,2.273,2.9299,,,0.2529,0.4172,0.0223,0.3076
029401,,10.5901,4.8334,0.3352,0.2414,10.0407,4.519,0.251,0.1894,0.5494,0.3144,0.0842,0.052,10.5901,4.8334,0.3352,0.2414,,,0.5494,0.3144,0.0842,0.052
029402,,9.1009,0.1394,6.6639,0.0962,8.8837,0.1311,5.9397,0.0459,0.2172,0.0083,0.7242,0.0503,9.1009,0.1394,6.6639,0.0962,,,0.2172,0.0083,0.7242,0.0503
029403,,6.5207,4.0554,3.836,1.5875,5.9068,3.7172,3.8124,1.5633,0.6139,0.3382,0.0236,0.0242,6.5207,4.0554,3.836,1.5875,,,0.6139,0.3382,0.0236,0.0242
029501,,0.1313,0.1824,14.8202,0.866,0.0464,0.0967,14.2699,0.5869,0.0849,0.0857,0.5503,0.2791,0.1313,0.1824,14.8202,0.866,,,0.0849,0.0857,0.5503,0.2791
029502,,0.279,13.4033,2.1914,0.1264,0.2764,12.4319,2.171,0.1208,0.0026,0.9714,0.0204,0.0056,0.279,13.4033,2.1914,0.1264,,,0.0026,0.9714,0.0204,0.0056
029601,,1.0903,2.7875,9.9191,2.2028,1.0668,2.6558,9.8884,1.3887,0.0235,0.1317,0.0307,0.8141,1.0903,2.7875,9.9191,2.2028,,,0.0235,0.1317,0.0307,0.8141
029602,,0.5071,0.3031,2.171,13.0186,0.2971,0.2586,1.9687,12.4754,0.21,0.0445,0.2023,0.5432,0.5071,0.3031,2.171,13.0186,,,0.21,0.0445,0.2023,0.5432
029603,,1.2979,2.3209,1.0495,11.3319,0.7277,2.2445,1.0081,11.0199,0.5702,0.0764,0.0414,0.312,1.2979,2.3209,1.0495,11.3319,,,0.5702,0.0764,0.0414,0.312
029701,,4.1647,2.1885,6.3636,3.283,3.7454,2.007,6.1599,3.0875,0.4193,0.1815,0.2037,0.1955,4.1647,2.1885,6.3636,3.283,,,0.4193,0.1815,0.2037,0.1955
029702,,14.3767,0.4418,0.5101,0.6713,13.5854,0.3499,0.4697,0.5948,0.7913,0.0919,0.0404,0.0765,14.3767,0.4418,0.5101,0.6713,,,0.7913,0.0919,0.0404,0.0765
029801,,2.6479,6.9797,3.4242,2.9481,2.5331,6.6389,2.9042,2.9237,0.1148,0.3408,0.52,0.0244,2.6479,6.9797,3.4242,2.9481,,,0.1148,0.3408,0.52,0.0244
029802,,0.8786,12.2906,1.0842,1.7465,0.6858,12.1434,0.8335,1.3372,0.1928,0.1472,0.2507,0.4093,0.8786,12.2906,1.0842,1.7465,,,0.1928,0.1472,0.2507,0.4093
029803,,2.1969,7.5086,3.9885,2.3056,2.1946,6.9687,3.8069,2.0295,0.0023,0.5399,0.1816,0.2761,2.1969,7.5086,3.9885,2.3056,,,0.0023,0.5399,0.1816,0.2761
029901,,0.0317,14.9118,0.7725,0.2839,0.0286,14.0374,0.663,0.271,0.0031,0.8744,0.1095,0.0129,0.0317,14.9118,0.7725,0.2839,,,0.0031,0.8744,0.1095,0.0129
029902,,0.3086,6.5267,8.9372,0.227,0.2983,5.8008,8.6864,0.214,0.0103,0.7259,0.2508,0.013,0.3086,6.5267,8.9372,0.227,,,0.0103,0.7259,0.2508,0.013
030001,,0.3017,4.4018,2.3708,8.9254,0.279,4.0863,2.1197,8.5147,0.0227,0.3155,0.2511,0.4107,0.3017,4.4018,2.3708,8.9254,,,0.0227,0.3155,0.2511,0.4107
030002,,1.719,2.9282,0.4126,10.9402,1.4156,2.847,0.2432,10.4941,0.3034,0.0812,0.1694,0.4461,1.719,2.9282,0.4126,10.9402,,,0.3034,0.0812,0.1694,0.4461
030101,,0.3418,11.8603,0.2642,3.5336,0.2915,11.8171,0.1944,2.6969,0.0503,0.0432,0.0698,0.8367,0.3418,11.8603,0.2642,3.5336,,,0.0503,0.0432,0.0698,0.8367
030102,,0.1388,0.5838,0.8676,14.4098,0.1269,0.5766,0.8444,13.4521,0.0119,0.0072,0.0232,0.9577,0.1388,0.5838,0.8676,14.4098,,,0.0119,0.0072,0.0232,0.9577
030103,,0.1924,4.4886,2.8822,8.4368,0.159,4.4236,2.4225,7.995,0.0334,0.065,0.4597,0.4418,0.1924,4.4886,2.8822,8.4368,,,0.0334,0.065,0.4597,0.4418
030201,,0.0369,0.2192,1.9774,13.7663,0.0252,0.1357,1.8723,12.9666,0.0117,0.0835,0.1051,0.7997,0.0369,0.2192,1.9774,13.7663,,,0.0117,0.0835,0.1051,0.7997
030202,,0.8879,12.7902,1.798,0.5239,0.5938,12.4735,1.5596,0.3732,0.2941,0.3167,0.2384,0.1507,0.8879,12.7902,1.798,0.5239,,,0.2941,0.3167,0.2384,0.1507
030203,,4.5828,3.1469,2.4173,5.8527,4.3129,2.9059,2.0847,5.6962,0.2699,0.241,0.3326,0.1565,4.5828,3.1469,2.4173,5.8527,,,0.2699,0.241,0.3326,0.1565
030301,,0.3091,1.413,13.4196,0.8585,0.2933,1.393,12.4999,0.814,0.0158,0.02,0.9197,0.0445,0.3091,1.413,13.4196,0.8585,,,0.0158,0.02,0.9197,0.0445
030302,,1.8223,3.3452,1.8109,9.0219,1.7113,2.5624,1.7719,8.9548,0.111,0.7828,0.039,0.0671,1.8223,3.3452,1.8109,9.0219,,,0.111,0.7828,0.039,0.0671
030303,,10.9721,2.1824,1.0821,1.7635,10.6649,2.0715,0.5647,1.6989,0.3072,0.1109,0.5174,0.0646,10.9721,2.1824,1.0821,1.7635,,,0.3072,0.1109,0.5174,0.0646
030401,,0.4202,2.2006,2.5427,10.8366,0.4126,1.9103,2.4652,10.212,0.0076,0.2903,0.0775,0.6246,0.4202,2.2006,2.5427,10.8366,,,0.0076,0.2903,0.0775,0.6246
030402,,0.1132,12.0639,1.0673,2.7555,0.0985,11.19,1.048,2.6633,0.0147,0.8739,0.0193,0.0922,0.1132,12.0639,1.0673,2.7555,,,0.0147,0.8739,0.0193,0.0922
030403,,15.556,0.0492,0.1882,0.2067,14.5981,0.0365,0.1713,0.1942,0.9579,0.0127,0.0169,0.0125,15.556,0.0492,0.1882,0.2067,,,0.9579,0.0127,0.0169,0.0125
030501,,0.3936,5.3201,9.784,0.5022,0.3103,4.841,9.3644,0.4843,0.0833,0.4791,0.4196,0.0179,0.3936,5.3201,9.784,0.5022,,,0.0833,0.4791,0.4196,0.0179
030502,,9.5964,3.905,1.7052,0.7933,9.2317,3.8396,1.2508,0.6777,0.3647,0.0654,0.4544,0.1156,9.5964,3.905,1.7052,0.7933,,,0.3647,0.0654,0.4544,0.1156
030503,,1.6528,11.7621,1.4193,1.1655,1.4253,11.1495,1.2709,1.154,0.2275,0.6126,0.1484,0.0115,1.6528,11.7621,1.4193,1.1655,,,0.2275,0.6126,0.1484,0.0115
030601,,0.1841,2.5832,0.66,12.5722,0.1696,2.5111,0.3909,11.9279,0.0145,0.0721,0.2691,0.6443,0.1841,2.5832,0.66,12.5722,,,0.0145,0.0721,0.2691,0.6443
030602,,1.3348,0.4413,2.5308,11.693,1.3102,0.378,2.442,10.8697,0.0246,0.0633,0.0888,0.8233,1.3348,0.4413,2.5308,11.693,,,0.0246,0.0633,0.0888,0.8233
030701,,14.6201,0.1609,0.1372,1.0817,13.6937,0.1537,0.1263,1.0262,0.9264,0.0072,0.0109,0.0555,14.6201,0.1609,0.1372,1.0817,,,0.9264,0.0072,0.0109,0.0555
030702,,2.6282,2.5536,6.0056,4.8128,1.9781,2.3121,5.9124,4.7976,0.6501,0.2415,0.0932,0.0152,2.6282,2.5536,6.0056,4.8128,,,0.6501,0.2415,0.0932,0.0152
030801,,0.8532,5.6259,0.333,9.1882,0.5241,5.3825,0.2718,8.8219,0.3291,0.2434,0.0612,0.3663,0.8532,5.6259,0.333,9.1882,,,0.3291,0.2434,0.0612,0.3663
030802,,0.5825,7.8023,0.7039,6.9112,0.4582,7.61,0.5495,6.3823,0.1243,0.1923,0.1544,0.5289,0.5825,7.8023,0.7039,6.9112,,,0.1243,0.1923,0.1544,0.5289
030901,,1.882,3.808,0.3936,9.9164,1.7893,3.693,0.2747,9.243,0.0927,0.115,0.1189,0.6734,1.882,3.808,0.3936,9.9164,,,0.0927,0.115,0.1189,0.6734
030902,,0.9422,5.8924,6.1696,2.9958,0.8124,5.5225,5.9096,2.7555,0.1298,0.3699,0.26,0.2403,0.9422,5.8924,6.1696,2.9958,,,0.1298,0.3699,0.26,0.2403
030903,,2.0254,0.8597,12.4446,0.6704,1.5859,0.7364,12.064,0.6138,0.4395,0.1233,0.3806,0.0566,2.0254,0.8597,12.4446,0.6704,,,0.4395,0.1233,0.3806,0.0566
031001,,0.8331,14.6037,0.3541,0.209,0.8135,13.797,0.1864,0.203,0.0196,0.8067,0.1677,0.006,0.8331,14.6037,0.3541,0.209,,,0.0196,0.8067,0.1677,0.006
031002,,0.0853,5.1676,10.1989,0.5484,0.0629,4.7905,9.8011,0.3457,0.0224,0.3771,0.3978,0.2027,0.0853,5.1676,10.1989,0.5484,,,0.0224,0.3771,0.3978,0.2027
031003,,4.149,7.8657,0.7698,3.2158,3.8471,7.3995,0.5926,3.1611,0.3019,0.4662,0.1772,0.0547,4.149,7.8657,0.7698,3.2158,,,0.3019,0.4662,0.1772,0.0547
031101,,0.7713,1.8844,11.8167,1.5275,0.7546,1.2208,11.5649,1.4597,0.0167,0.6636,0.2518,0.0678,0.7713,1.8844,11.8167,1.5275,,,0.0167,0.6636,0.2518,0.0678
031102,,0.9407,0.9402,4.2078,9.9114,0.9085,0.8287,4.1906,9.0722,0.0322,0.1115,0.0172,0.8392,0.9407,0.9402,4.2078,9.9114,,,0.0322,0.1115,0.0172,0.8392
031103,,0.1932,14.054,0.527,1.2257,0.138,13.3752,0.3473,1.1394,0.0552,0.6788,0.1797,0.0863,0.1932,14.054,0.527,1.2257,,,0.0552,0.6788,0.1797,0.0863
031201,,2.7653,4.3766,2.0799,6.7782,2.476,4.2229,1.8688,6.4322,0.2893,0.1537,0.2111,0.346,2.7653,4.3766,2.0799,6.7782,,,0.2893,0.1537,0.2111,0.346
031202,,9.9884,3.9672,0.8561,1.1882,9.0297,3.956,0.8509,1.1633,0.9587,0.0112,0.0052,0.0249,9.9884,3.9672,0.8561,1.1882,,,0.9587,0.0112,0.0052,0.0249
031203,,0.312,11.4252,1.6338,2.6287,0.2676,10.996,1.126,2.61,0.0444,0.4292,0.5078,0.0187,0.312,11.4252,1.6338,2.6287,,,0.0444,0.4292,0.5078,0.0187
031204,,4.3714,0.9882,8.6334,2.0074,3.9271,0.9813,8.1498,1.9422,0.4443,0.0069,0.4836,0.0652,4.3714,0.9882,8.6334,2.0074,,,0.4443,0.0069,0.4836,0.0652
031301,,10.772,3.0429,0.7991,1.3861,10.2796,2.9342,0.6598,1.1265,0.4924,0.1087,0.1393,0.2596,10.772,3.0429,0.7991,1.3861,,,0.4924,0.1087,0.1393,0.2596
031302,,0.3671,4.9403,10.3258,0.3669,0.2058,4.5627,9.8677,0.3639,0.1613,0.3776,0.4581,0.003,0.3671,4.9403,10.3258,0.3669,,,0.1613,0.3776,0.4581,0.003
031401,,0.1708,0.3402,0.1563,15.3325,0.1671,0.3386,0.1541,14.34,0.0037,0.0016,0.0022,0.9925,0.1708,0.3402,0.1563,15.3325,,,0.0037,0.0016,0.0022,0.9925
031402,,0.2058,0.1794,15.2456,0.3691,0.1892,0.1404,14.3173,0.353,0.0166,0.039,0.9283,0.0161,0.2058,0.1794,15.2456,0.3691,,,0.0166,0.039,0.9283,0.0161
031403,,0.1236,15.7528,0.0573,0.0662,0.1189,14.7675,0.0537,0.0598,0.0047,0.9853,0.0036,0.0064,0.1236,15.7528,0.0573,0.0662,,,0.0047,0.9853,0.0036,0.0064
031501,,1.2442,6.4828,0.1473,8.1256,1.2225,6.2245,0.1378,7.4151,0.0217,0.2583,0.0095,0.7105,1.2442,6.4828,0.1473,8.1256,,,0.0217,0.2583,0.0095,0.7105
031502,,2.8631,3.877,5.8102,3.4498,2.4099,3.7275,5.5923,3.2704,0.4532,0.1495,0.2179,0.1794,2.8631,3.877,5.8102,3.4498,,,0.4532,0.1495,0.2179,0.1794
031601,,0.6383,3.4553,7.8862,4.0201,0.5516,3.2904,7.6711,3.4868,0.0867,0.1649,0.2151,0.5333,0.6383,3.4553,7.8862,4.0201,,,0.0867,0.1649,0.2151,0.5333
031602,,0.216,0.2493,0.5203,15.0143,0.1384,0.1795,0.3119,14.3701,0.0776,0.0698,0.2084,0.6442,0.216,0.2493,0.5203,15.0143,,,0.0776,0.0698,0.2084,0.6442
031701,,0.5564,0.6583,13.9208,0.8642,0.4918,0.6236,13.106,0.7783,0.0646,0.0347,0.8148,0.0859,0.5564,0.6583,13.9208,0.8642,,,0.0646,0.0347,0.8148,0.0859
031702,,0.6028,0.1321,0.9745,14.2904,0.4504,0.1217,0.9155,13.5123,0.1524,0.0104,0.059,0.7781,0.6028,0.1321,0.9745,14.2904,,,0.1524,0.0104,0.059,0.7781
031801,,1.0225,4.2667,2.2148,8.4959,0.9917,3.9077,2.1266,7.9739,0.0308,0.359,0.0882,0.522,1.0225,4.2667,2.2148,8.4959,,,0.0308,0.359,0.0882,0.522
031802,,2.0662,3.5806,2.542,7.8113,1.9459,3.4169,2.0411,7.5962,0.1203,0.1637,0.5009,0.2151,2.0662,3.5806,2.542,7.8113,,,0.1203,0.1637,0.5009,0.2151
031901,,1.7797,3.5512,6.0263,4.6431,1.6649,3.3109,5.4966,4.5279,0.1148,0.2403,0.5297,0.1152,1.7797,3.5512,6.0263,4.6431,,,0.1148,0.2403,0.5297,0.1152
031902,,1.5608,5.9046,5.2796,3.2551,1.4,5.6865,4.9978,2.9158,0.1608,0.2181,0.2818,0.3393,1.5608,5.9046,5.2796,3.2551,,,0.1608,0.2181,0.2818,0.3393
032001,,0.5496,0.4623,4.6475,10.3409,0.5304,0.4427,4.5789,9.4483,0.0192,0.0196,0.0686,0.8926,0.5496,0.4623,4.6475,10.3409,,,0.0192,0.0196,0.0686,0.8926
032002,,0.4293,8.2142,6.7925,0.5642,0.4191,7.3216,6.712,0.5475,0.0102,0.8926,0.0805,0.0167,0.4293,8.2142,6.7925,0.5642,,,0.0102,0.8926,0.0805,0.0167
032101,,0.0804,13.7609,2.0321,0.1262,0.0547,13.5089,1.3405,0.0955,0.0257,0.252,0.6916,0.0307,0.0804,13.7609,2.0321,0.1262,,,0.0257,0.252,0.6916,0.0307
032102,,0.1375,0.0415,15.5715,0.2494,0.134,0.0349,14.592,0.239,0.0035,0.0066,0.9795,0.0104,0.1375,0.0415,15.5715,0.2494,,,0.0035,0.0066,0.9795,0.0104
032103,,0.0793,0.0855,15.7094,0.1257,0.0735,0.072,14.7415,0.1129,0.0058,0.0135,0.9679,0.0128,0.0793,0.0855,15.7094,0.1257,,,0.0058,0.0135,0.9679,0.0128
032201,,0.5137,1.1843,1.3321,12.97,0.4788,1.0754,1.1581,12.2878,0.0349,0.1089,0.174,0.6822,0.5137,1.1843,1.3321,12.97,,,0.0349,0.1089,0.174,0.6822
032202,,4.0511,1.1775,2.5602,8.2112,4.0228,1.137,1.8302,8.01,0.0283,0.0405,0.73,0.2012,4.0511,1.1775,2.5602,8.2112,,,0.0283,0.0405,0.73,0.2012
032203,,7.5058,3.023,2.5165,2.9542,6.9477,2.8118,2.4292,2.8108,0.5581,0.2112,0.0873,0.1434,7.5058,3.023,2.5165,2.9542,,,0.5581,0.2112,0.0873,0.1434
032301,,0.333,12.9338,2.4581,0.2749,0.2696,12.3268,2.1523,0.251,0.0634,0.607,0.3058,0.0239,0.333,12.9338,2.4581,0.2749,,,0.0634,0.607,0.3058,0.0239
032302,,7.9941,6.1433,0.2312,1.6312,7.2843,6.0396,0.1343,1.5416,0.7098,0.1037,0.0969,0.0896,7.9941,6.1433,0.2312,1.6312,,,0.7098,0.1037,0.0969,0.0896
032303,,0.1778,0.1514,0.1059,15.565,0.1749,0.1374,0.0947,14.5931,0.0029,0.014,0.0112,0.9719,0.1778,0.1514,0.1059,15.565,,,0.0029,0.014,0.0112,0.9719
032401,,3.0603,0.237,12.5691,0.1333,2.9628,0.1232,11.8264,0.0873,0.0975,0.1138,0.7427,0.046,3.0603,0.237,12.5691,0.1333,,,0.0975,0.1138,0.7427,0.046
032402,,2.3311,10.1022,0.9096,2.6573,2.1255,10.0494,0.8385,1.9867,0.2056,0.0528,0.0711,0.6706,2.3311,10.1022,0.9096,2.6573,,,0.2056,0.0528,0.0711,0.6706
